"","year","state","county","commodity","damagecause","loss","count","acres","lossperacre","lossperclaim","acresperclaim"
"329235",2007,"ID","Lewis","OATS","Frost",498,1,147,3.38775510204082,498,147
"329262",2001,"ID","Oneida","OATS","Frost",670.07,2,28.0886,23.8555855400412,335.035,14.0443
"329263",2009,"ID","Oneida","OATS","Frost",567,1,14.4,39.375,567,14.4
"329276",2003,"ID","Power","OATS","Frost",1863.2,1,31.4,59.3375796178344,1863.2,31.4
"329304",2002,"OR","Wallowa","OATS","Frost",130.4,1,35.836,3.63879897309968,130.4,35.836
"329315",2009,"WA","Adams","ONIONS","Frost",5676.4,1,12,473.033333333333,5676.4,12
"329317",2002,"ID","Canyon","ONIONS","Frost",15867.6,1,18.3,867.081967213115,15867.6,18.3
"329320",2006,"WA","Franklin","ONIONS","Frost",7779.3,2,41.1,189.277372262774,3889.65,20.55
"329340",2004,"OR","Umatilla","ONIONS","Frost",14758.2,1,2.7,5466,14758.2,2.7
"329342",2004,"WA","Walla Walla","ONIONS","Frost",35221.5,1,11.25,3130.8,35221.5,11.25
"329384",2002,"ID","Canyon","PEACHES","Frost",3950,1,4,987.5,3950,4
"329576",2002,"WA","Benton","PEARS","Frost",6938,2,5.5,1261.45454545455,3469,2.75
"329577",2006,"WA","Benton","PEARS","Frost",5589,1,5.5,1016.18181818182,5589,5.5
"329578",2008,"WA","Benton","PEARS","Frost",45240,1,15.3,2956.86274509804,45240,15.3
"329579",2010,"WA","Benton","PEARS","Frost",1159,2,13.8,83.9855072463768,579.5,6.9
"329580",2001,"WA","Chelan","PEARS","Frost",2892,3,26.7,108.314606741573,964,8.9
"329581",2002,"WA","Chelan","PEARS","Frost",10428,3,12.4,840.967741935484,3476,4.13333333333333
"329582",2003,"WA","Chelan","PEARS","Frost",4027,2,19.5,206.512820512821,2013.5,9.75
"329583",2004,"WA","Chelan","PEARS","Frost",2333,1,4.5,518.444444444444,2333,4.5
"329584",2006,"WA","Chelan","PEARS","Frost",26498.6,1,38.92,680.84789311408,26498.6,38.92
"329585",2007,"WA","Chelan","PEARS","Frost",307,1,35.5,8.64788732394366,307,35.5
"329586",2008,"WA","Chelan","PEARS","Frost",14483,1,15.12,957.87037037037,14483,15.12
"329587",2009,"WA","Chelan","PEARS","Frost",113,1,1.2,94.1666666666667,113,1.2
"329588",2010,"WA","Chelan","PEARS","Frost",39440,1,17.9,2203.35195530726,39440,17.9
"329589",2013,"WA","Chelan","PEARS","Frost",3864.2,2,9.6,402.520833333333,1932.1,4.8
"329590",2015,"WA","Chelan","PEARS","Frost",868,1,2.6,333.846153846154,868,2.6
"329591",2004,"WA","Douglas","PEARS","Frost",779,1,2,389.5,779,2
"329592",2006,"WA","Douglas","PEARS","Frost",2508,1,2,1254,2508,2
"329593",2015,"WA","Douglas","PEARS","Frost",1176,1,1.862,631.578947368421,1176,1.862
"329596",2011,"WA","Franklin","PEARS","Frost",18312,1,25.3,723.794466403162,18312,25.3
"329597",2006,"WA","Grant","PEARS","Frost",11774,1,17.4,676.666666666667,11774,17.4
"329598",2007,"WA","Grant","PEARS","Frost",10103,1,17.7,570.790960451977,10103,17.7
"329599",2008,"WA","Grant","PEARS","Frost",26453,1,34.6,764.537572254335,26453,34.6
"329600",2010,"WA","Grant","PEARS","Frost",21645,1,8.6,2516.86046511628,21645,8.6
"329601",2014,"WA","Grant","PEARS","Frost",2082.6,1,12.06,172.686567164179,2082.6,12.06
"329602",2002,"OR","Hood River","PEARS","Frost",39870,1,24.3,1640.74074074074,39870,24.3
"329603",2004,"OR","Hood River","PEARS","Frost",27933,1,14.1,1981.06382978723,27933,14.1
"329604",2005,"OR","Hood River","PEARS","Frost",7605,2,12.8,594.140625,3802.5,6.4
"329605",2006,"OR","Hood River","PEARS","Frost",49760,2,41.2,1207.76699029126,24880,20.6
"329606",2010,"OR","Hood River","PEARS","Frost",21493.3,2,32.7,657.2874617737,10746.65,16.35
"329607",2011,"OR","Hood River","PEARS","Frost",16897,2,42.1,401.353919239905,8448.5,21.05
"329608",2012,"OR","Hood River","PEARS","Frost",17165.07,1,10.098,1699.84848484848,17165.07,10.098
"329611",2001,"WA","Okanogan","PEARS","Frost",9900,2,37.7,262.599469496021,4950,18.85
"329612",2002,"WA","Okanogan","PEARS","Frost",152897.5,4,257.39,594.030459613816,38224.375,64.3475
"329613",2003,"WA","Okanogan","PEARS","Frost",6890,1,9.5,725.263157894737,6890,9.5
"329614",2004,"WA","Okanogan","PEARS","Frost",2678,2,3.9,686.666666666667,1339,1.95
"329615",2005,"WA","Okanogan","PEARS","Frost",5682,1,23.9,237.740585774059,5682,23.9
"329616",2007,"WA","Okanogan","PEARS","Frost",24680,2,49.3,500.608519269777,12340,24.65
"329617",2009,"WA","Okanogan","PEARS","Frost",11123,2,30.8,361.136363636364,5561.5,15.4
"329618",2010,"WA","Okanogan","PEARS","Frost",59774,1,41.7,1433.42925659472,59774,41.7
"329619",2011,"WA","Okanogan","PEARS","Frost",1967,2,4.3,457.441860465116,983.5,2.15
"329620",2012,"WA","Okanogan","PEARS","Frost",17196.6,1,25.16,683.489666136725,17196.6,25.16
"329621",2013,"WA","Okanogan","PEARS","Frost",2192,3,1,2192,730.666666666667,0.333333333333333
"329622",2014,"WA","Okanogan","PEARS","Frost",23429.01,2,26.54,882.781085154484,11714.505,13.27
"329623",2015,"WA","Okanogan","PEARS","Frost",112091,3,41.4,2707.51207729469,37363.6666666667,13.8
"329625",2001,"WA","Yakima","PEARS","Frost",3837,1,20,191.85,3837,20
"329626",2002,"WA","Yakima","PEARS","Frost",62619,5,87.6,714.828767123288,12523.8,17.52
"329627",2004,"WA","Yakima","PEARS","Frost",24107,4,26.4,913.143939393939,6026.75,6.6
"329628",2005,"WA","Yakima","PEARS","Frost",24499,3,28.38,863.248766737139,8166.33333333333,9.46
"329629",2006,"WA","Yakima","PEARS","Frost",18058.4,3,60.7,297.502471169687,6019.46666666667,20.2333333333333
"329630",2007,"WA","Yakima","PEARS","Frost",80827,2,46.9,1723.39019189765,40413.5,23.45
"329631",2008,"WA","Yakima","PEARS","Frost",177994,2,233.2,763.267581475129,88997,116.6
"329632",2010,"WA","Yakima","PEARS","Frost",187351.3,4,208.03,900.597509974523,46837.825,52.0075
"329633",2011,"WA","Yakima","PEARS","Frost",8616,1,18.4,468.260869565217,8616,18.4
"329634",2012,"WA","Yakima","PEARS","Frost",782,1,1.8,434.444444444444,782,1.8
"329635",2013,"WA","Yakima","PEARS","Frost",16480,2,27,610.37037037037,8240,13.5
"329636",2014,"WA","Yakima","PEARS","Frost",16006.2,3,32.65,490.235834609495,5335.4,10.8833333333333
"329637",2015,"WA","Yakima","PEARS","Frost",62460.5,3,48.284,1293.60657774832,20820.1666666667,16.0946666666667
"329684",2013,"WA","Benton","PLUMS","Frost",10890,1,11.8,922.881355932203,10890,11.8
"329708",2013,"ID","Payette","PLUMS","Frost",9763,1,10.1,966.633663366337,9763,10.1
"329720",2013,"WA","Yakima","PLUMS","Frost",31298.4,2,72.54,431.464019851117,15649.2,36.27
"329721",2013,"OR","Yamhill","PLUMS","Frost",1664,1,13.5,123.259259259259,1664,13.5
"329740",2001,"ID","Bingham","POTATOES","Frost",96791,1,427.5,226.411695906433,96791,427.5
"329741",2002,"ID","Bingham","POTATOES","Frost",89194,1,228.9,389.663608562691,89194,228.9
"329742",2003,"ID","Bingham","POTATOES","Frost",411694,3,942.208,436.945982203505,137231.333333333,314.069333333333
"329743",2005,"ID","Bingham","POTATOES","Frost",34224.4,1,94.5,362.162962962963,34224.4,94.5
"329744",2006,"ID","Bingham","POTATOES","Frost",78088,1,217.69,358.711929808443,78088,217.69
"329745",2007,"ID","Bingham","POTATOES","Frost",8606,2,46,187.086956521739,4303,23
"329746",2008,"ID","Bingham","POTATOES","Frost",202974,3,546.59,371.345981448618,67658,182.196666666667
"329747",2010,"ID","Bingham","POTATOES","Frost",235510,2,253.3,929.767074615081,117755,126.65
"329748",2012,"ID","Bingham","POTATOES","Frost",652672,2,979,666.672114402451,326336,489.5
"329749",2013,"ID","Bingham","POTATOES","Frost",133325,1,188.7,706.544780074192,133325,188.7
"329750",2003,"ID","Blaine","POTATOES","Frost",44759.6,1,295.68,151.378517316017,44759.6,295.68
"329751",2010,"ID","Blaine","POTATOES","Frost",232,2,125.1,1.85451638689049,116,62.55
"329752",2001,"ID","Bonneville","POTATOES","Frost",156331.25,3,552.171,283.121080245069,52110.4166666667,184.057
"329753",2002,"ID","Bonneville","POTATOES","Frost",55013.6,2,229.526,239.683521692532,27506.8,114.763
"329754",2003,"ID","Bonneville","POTATOES","Frost",83619.6,2,303.368,275.637509559347,41809.8,151.684
"329755",2004,"ID","Bonneville","POTATOES","Frost",96535.86,1,120.36,802.059322033898,96535.86,120.36
"329756",2005,"ID","Bonneville","POTATOES","Frost",123193,1,176.5,697.977337110482,123193,176.5
"329757",2006,"ID","Bonneville","POTATOES","Frost",28084.2,2,96.554,290.865215319925,14042.1,48.277
"329758",2012,"ID","Bonneville","POTATOES","Frost",18506.4,1,62.4,296.576923076923,18506.4,62.4
"329760",2008,"ID","Canyon","POTATOES","Frost",11596,1,146.2,79.3160054719562,11596,146.2
"329761",2013,"ID","Canyon","POTATOES","Frost",68104,1,76.9,885.617685305592,68104,76.9
"329762",2006,"ID","Cassia","POTATOES","Frost",91341,1,255.5,357.499021526419,91341,255.5
"329763",2010,"ID","Cassia","POTATOES","Frost",19884.4,2,108.52,183.232583855511,9942.2,54.26
"329764",2014,"ID","Cassia","POTATOES","Frost",10235,1,32.25,317.364341085271,10235,32.25
"329770",2006,"ID","Elmore","POTATOES","Frost",31840,1,99.4,320.321931589537,31840,99.4
"329772",2002,"WA","Franklin","POTATOES","Frost",11738,1,125,93.904,11738,125
"329773",2003,"WA","Franklin","POTATOES","Frost",27210,1,35.34,769.949066213922,27210,35.34
"329774",2001,"ID","Fremont","POTATOES","Frost",59639.82,4,611.3918,97.547628214837,14909.955,152.84795
"329775",2002,"ID","Fremont","POTATOES","Frost",65557.9,2,165.933,395.08657108592,32778.95,82.9665
"329776",2003,"ID","Fremont","POTATOES","Frost",66512.04,2,515.036,129.140564931383,33256.02,257.518
"329777",2004,"ID","Fremont","POTATOES","Frost",368532,1,2083.2,176.90668202765,368532,2083.2
"329778",2005,"ID","Fremont","POTATOES","Frost",686075.13,1,1318.386,520.390181631176,686075.13,1318.386
"329779",2006,"ID","Fremont","POTATOES","Frost",284946.8,1,1101,258.807266121708,284946.8,1101
"329780",2008,"ID","Fremont","POTATOES","Frost",501146,5,2017.02,248.458617167901,100229.2,403.404
"329781",2009,"ID","Fremont","POTATOES","Frost",567690.4,1,1557.68,364.446099327205,567690.4,1557.68
"329782",2010,"ID","Fremont","POTATOES","Frost",1732739,3,3662,473.167394866193,577579.666666667,1220.66666666667
"329783",2012,"ID","Fremont","POTATOES","Frost",12058,1,38.5,313.194805194805,12058,38.5
"329784",2006,"ID","Gooding","POTATOES","Frost",32318,1,72.2,447.617728531856,32318,72.2
"329785",2013,"ID","Gooding","POTATOES","Frost",2948,1,3.5,842.285714285714,2948,3.5
"329789",2001,"WA","Grant","POTATOES","Frost",8727.2,1,34.4,253.697674418605,8727.2,34.4
"329790",2002,"WA","Grant","POTATOES","Frost",182599,4,460.2,396.781833985224,45649.75,115.05
"329791",2009,"WA","Grant","POTATOES","Frost",69083,1,35,1973.8,69083,35
"329795",2001,"ID","Jefferson","POTATOES","Frost",90345.8,1,599.88,150.606454624258,90345.8,599.88
"329796",2003,"ID","Jefferson","POTATOES","Frost",66658.4,1,208,320.473076923077,66658.4,208
"329797",2004,"ID","Jefferson","POTATOES","Frost",7533.4,1,116.38,64.7310534456092,7533.4,116.38
"329798",2010,"ID","Jefferson","POTATOES","Frost",35417,2,160.4,220.804239401496,17708.5,80.2
"329799",2013,"ID","Jefferson","POTATOES","Frost",433585,1,470.2,922.128881327095,433585,470.2
"329800",2013,"ID","Jerome","POTATOES","Frost",2508.4,1,7.524,333.386496544391,2508.4,7.524
"329805",2002,"OR","Klamath","POTATOES","Frost",659,1,37.6,17.5265957446809,659,37.6
"329806",2008,"OR","Klamath","POTATOES","Frost",141680.4,1,169.1,837.84979302188,141680.4,169.1
"329807",2009,"OR","Klamath","POTATOES","Frost",72812,1,126,577.873015873016,72812,126
"329808",2010,"OR","Klamath","POTATOES","Frost",37821,2,42.78,884.081346423562,18910.5,21.39
"329809",2013,"OR","Klamath","POTATOES","Frost",6495.6,1,13.53,480.088691796009,6495.6,13.53
"329810",2014,"OR","Klamath","POTATOES","Frost",51881.27,2,169,306.989763313609,25940.635,84.5
"329814",2001,"ID","Madison","POTATOES","Frost",41466.42,1,258.444,160.446441008497,41466.42,258.444
"329815",2003,"ID","Madison","POTATOES","Frost",48750.8,1,567.796,85.859710177599,48750.8,567.796
"329816",2005,"ID","Madison","POTATOES","Frost",51177,1,265.97,192.416437944129,51177,265.97
"329817",2008,"ID","Madison","POTATOES","Frost",69188,2,236.8,292.179054054054,34594,118.4
"329818",2009,"ID","Madison","POTATOES","Frost",17602.55,1,14.63,1203.18181818182,17602.55,14.63
"329819",2013,"ID","Madison","POTATOES","Frost",135887,1,118.5,1146.72573839662,135887,118.5
"329824",2005,"ID","Minidoka","POTATOES","Frost",221172,1,331.6,666.984318455971,221172,331.6
"329825",2010,"ID","Minidoka","POTATOES","Frost",237,2,115.6,2.05017301038062,118.5,57.8
"329826",2012,"ID","Minidoka","POTATOES","Frost",7027.2,1,73.92,95.0649350649351,7027.2,73.92
"329830",2002,"ID","Owyhee","POTATOES","Frost",2831.52,1,11.475,246.755555555556,2831.52,11.475
"329838",2013,"ID","Power","POTATOES","Frost",89361,1,205.38,435.10078878177,89361,205.38
"329855",2002,"WA","Skagit","POTATOES","Frost",11182,1,21.1,529.952606635071,11182,21.1
"329858",2002,"ID","Teton","POTATOES","Frost",29749,1,229,129.908296943231,29749,229
"329859",2003,"ID","Teton","POTATOES","Frost",40424.8,2,400.96,100.820031923384,20212.4,200.48
"329860",2005,"ID","Teton","POTATOES","Frost",4400.98,1,15.046,292.501661571182,4400.98,15.046
"329861",2010,"ID","Teton","POTATOES","Frost",23615,1,86,274.593023255814,23615,86
"329865",2002,"ID","Twin Falls","POTATOES","Frost",1262.25,1,30.6,41.25,1262.25,30.6
"329866",2003,"ID","Twin Falls","POTATOES","Frost",14195.25,1,27.55,515.254083484573,14195.25,27.55
"329868",2006,"OR","Umatilla","POTATOES","Frost",43529.6,1,74.4,585.075268817204,43529.6,74.4
"329869",2013,"OR","Umatilla","POTATOES","Frost",27120.8,1,41.74,649.75563009104,27120.8,41.74
"329871",2002,"WA","Walla Walla","POTATOES","Frost",92935,2,380.13,244.482150843133,46467.5,190.065
"329918",2002,"WA","Yakima","PROCESSING BEANS","Frost",16259,2,69,235.63768115942,8129.5,34.5
"330086",2003,"ID","Franklin","SAFFLOWER","Frost",-192.8,1,245.76,-0.784505208333333,-192.8,245.76
"330087",2007,"ID","Franklin","SAFFLOWER","Frost",1731,1,179.58,9.63915803541597,1731,179.58
"330088",2012,"ID","Franklin","SAFFLOWER","Frost",1064.4,1,14.31,74.3815513626834,1064.4,14.31
"330097",2003,"ID","Oneida","SAFFLOWER","Frost",11719.2,2,412.863,28.3852028396829,5859.6,206.4315
"330098",2007,"ID","Oneida","SAFFLOWER","Frost",6045.2,2,348.83,17.3299314852507,3022.6,174.415
"330099",2008,"ID","Oneida","SAFFLOWER","Frost",10867,1,477.8,22.7438258685643,10867,477.8
"330100",2012,"ID","Oneida","SAFFLOWER","Frost",2918.4,1,81.24,35.9231905465288,2918.4,81.24
"330101",2015,"ID","Oneida","SAFFLOWER","Frost",1626,1,106.33,15.292015423681,1626,106.33
"332126",2005,"ID","Ada","SUGAR BEETS","Frost",6331,1,166.6,38.0012004801921,6331,166.6
"332127",2006,"ID","Ada","SUGAR BEETS","Frost",4826,1,127,38,4826,127
"332128",2007,"ID","Ada","SUGAR BEETS","Frost",12262,1,314.4,39.001272264631,12262,314.4
"332129",2008,"ID","Ada","SUGAR BEETS","Frost",7610.62,2,148.035,51.4109501131489,3805.31,74.0175
"332130",2010,"ID","Ada","SUGAR BEETS","Frost",941,1,21.5,43.7674418604651,941,21.5
"332131",2013,"ID","Ada","SUGAR BEETS","Frost",19580,1,244.75,80,19580,244.75
"332132",2014,"ID","Ada","SUGAR BEETS","Frost",1371.6,1,17.148,79.9860041987404,1371.6,17.148
"332133",2015,"ID","Ada","SUGAR BEETS","Frost",3870,1,48.38,79.991732120711,3870,48.38
"332143",2002,"WA","Benton","SUGAR BEETS","Frost",41085,1,1245,33,41085,1245
"332157",2002,"ID","Bingham","SUGAR BEETS","Frost",72740,2,2204.3,32.99913804836,36370,1102.15
"332158",2003,"ID","Bingham","SUGAR BEETS","Frost",18021,2,488.4,36.8980343980344,9010.5,244.2
"332159",2004,"ID","Bingham","SUGAR BEETS","Frost",88725,1,182,487.5,88725,182
"332160",2005,"ID","Bingham","SUGAR BEETS","Frost",7490,2,91.2,82.1271929824561,3745,45.6
"332161",2007,"ID","Bingham","SUGAR BEETS","Frost",15661.5,2,421.4,37.1654010441386,7830.75,210.7
"332162",2008,"ID","Bingham","SUGAR BEETS","Frost",26397.5,1,676.85,39.000517101278,26397.5,676.85
"332163",2009,"ID","Bingham","SUGAR BEETS","Frost",121989.18,3,2503.36,48.730178639908,40663.06,834.453333333333
"332164",2010,"ID","Bingham","SUGAR BEETS","Frost",130848.9,2,2990.79,43.7506143861655,65424.45,1495.395
"332165",2012,"ID","Bingham","SUGAR BEETS","Frost",225896.6,2,2520.33,89.6297707046299,112948.3,1260.165
"332166",2013,"ID","Bingham","SUGAR BEETS","Frost",338385,2,4230.28,79.9911589776563,169192.5,2115.14
"332167",2014,"ID","Bingham","SUGAR BEETS","Frost",65392,2,817.4,80,32696,408.7
"332168",2003,"ID","Blaine","SUGAR BEETS","Frost",2118,1,55,38.5090909090909,2118,55
"332169",2009,"ID","Blaine","SUGAR BEETS","Frost",19178,2,446,43,9589,223
"332180",2001,"ID","Canyon","SUGAR BEETS","Frost",1559,1,250,6.236,1559,250
"332181",2003,"ID","Canyon","SUGAR BEETS","Frost",16478,1,428,38.5,16478,428
"332182",2005,"ID","Canyon","SUGAR BEETS","Frost",168.6,1,4.44,37.972972972973,168.6,4.44
"332183",2007,"ID","Canyon","SUGAR BEETS","Frost",15242,1,390.8,39.0020470829069,15242,390.8
"332184",2008,"ID","Canyon","SUGAR BEETS","Frost",1022,1,26.2,39.0076335877863,1022,26.2
"332185",2009,"ID","Canyon","SUGAR BEETS","Frost",1784,1,41.5,42.9879518072289,1784,41.5
"332186",2013,"ID","Canyon","SUGAR BEETS","Frost",45774,2,572.17,80.0006990929269,22887,286.085
"332187",2014,"ID","Canyon","SUGAR BEETS","Frost",8000,1,100,80,8000,100
"332196",2002,"ID","Cassia","SUGAR BEETS","Frost",55088,2,1669.45,32.9976938512684,27544,834.725
"332197",2003,"ID","Cassia","SUGAR BEETS","Frost",71334.2,3,772,92.4018134715026,23778.0666666667,257.333333333333
"332198",2004,"ID","Cassia","SUGAR BEETS","Frost",58074.66,2,1489.12,38.9993150316966,29037.33,744.56
"332199",2006,"ID","Cassia","SUGAR BEETS","Frost",17930.3,2,489.35,36.641054459998,8965.15,244.675
"332200",2007,"ID","Cassia","SUGAR BEETS","Frost",19706.8,2,505.3,39.0001979022363,9853.4,252.65
"332201",2008,"ID","Cassia","SUGAR BEETS","Frost",337137,3,1289.7,261.407304024192,112379,429.9
"332202",2009,"ID","Cassia","SUGAR BEETS","Frost",50565,2,1175.9,43.001105536185,25282.5,587.95
"332203",2010,"ID","Cassia","SUGAR BEETS","Frost",258151.08,2,5903.321,43.729805646686,129075.54,2951.6605
"332204",2011,"ID","Cassia","SUGAR BEETS","Frost",34413,2,621.3,55.3887011105746,17206.5,310.65
"332205",2012,"ID","Cassia","SUGAR BEETS","Frost",244512.5,2,2758.725,88.6324298362468,122256.25,1379.3625
"332206",2013,"ID","Cassia","SUGAR BEETS","Frost",489248,2,6115.6,80,244624,3057.8
"332207",2014,"ID","Cassia","SUGAR BEETS","Frost",103577.28,3,993,104.307432024169,34525.76,331
"332208",2015,"ID","Cassia","SUGAR BEETS","Frost",31064,1,388.3,80,31064,388.3
"332227",2009,"ID","Elmore","SUGAR BEETS","Frost",12325.95,1,286.65,43,12325.95,286.65
"332228",2012,"ID","Elmore","SUGAR BEETS","Frost",5050,1,56.25,89.7777777777778,5050,56.25
"332229",2013,"ID","Elmore","SUGAR BEETS","Frost",188113.04,1,2351.413,80,188113.04,2351.413
"332230",2015,"ID","Elmore","SUGAR BEETS","Frost",63512,2,793.9,80,31756,396.95
"332242",2001,"ID","Gooding","SUGAR BEETS","Frost",7070,1,196.4,35.9979633401222,7070,196.4
"332243",2004,"ID","Gooding","SUGAR BEETS","Frost",1248.8,1,32.016,39.0054972513743,1248.8,32.016
"332244",2005,"ID","Gooding","SUGAR BEETS","Frost",4777,1,125.7,38.0031821797932,4777,125.7
"332245",2007,"ID","Gooding","SUGAR BEETS","Frost",4095,1,105,39,4095,105
"332246",2010,"ID","Gooding","SUGAR BEETS","Frost",392.49,1,8.967,43.7704918032787,392.49,8.967
"332247",2013,"ID","Gooding","SUGAR BEETS","Frost",57888,1,723.6,80,57888,723.6
"332268",2003,"ID","Jerome","SUGAR BEETS","Frost",11289,5,362,31.1850828729282,2257.8,72.4
"332269",2006,"ID","Jerome","SUGAR BEETS","Frost",7448,1,196,38,7448,196
"332270",2007,"ID","Jerome","SUGAR BEETS","Frost",4450,1,114.1,39.0008764241893,4450,114.1
"332271",2009,"ID","Jerome","SUGAR BEETS","Frost",24532,2,581,42.223752151463,12266,290.5
"332272",2010,"ID","Jerome","SUGAR BEETS","Frost",64088,2,1464.85,43.7505546643001,32044,732.425
"332273",2011,"ID","Jerome","SUGAR BEETS","Frost",12531,1,177.7,70.5177265053461,12531,177.7
"332274",2012,"ID","Jerome","SUGAR BEETS","Frost",700.2,1,7.8,89.7692307692308,700.2,7.8
"332275",2013,"ID","Jerome","SUGAR BEETS","Frost",277484,1,3468.55,80,277484,3468.55
"332276",2014,"ID","Jerome","SUGAR BEETS","Frost",23040,1,288,80,23040,288
"332293",2002,"ID","Lincoln","SUGAR BEETS","Frost",28417.2,2,861.1,33.0010451747765,14208.6,430.55
"332294",2006,"ID","Lincoln","SUGAR BEETS","Frost",2470,1,65,38,2470,65
"332295",2007,"ID","Lincoln","SUGAR BEETS","Frost",5285,1,135.5,39.0036900369004,5285,135.5
"332296",2008,"ID","Lincoln","SUGAR BEETS","Frost",14308.8,2,101.7,140.69616519174,7154.4,50.85
"332297",2009,"ID","Lincoln","SUGAR BEETS","Frost",13894,1,323.1,43.0021665119158,13894,323.1
"332298",2010,"ID","Lincoln","SUGAR BEETS","Frost",49123,2,1122.8,43.7504453152832,24561.5,561.4
"332299",2012,"ID","Lincoln","SUGAR BEETS","Frost",21060.07,2,239.7,87.8601168126825,10530.035,119.85
"332300",2013,"ID","Lincoln","SUGAR BEETS","Frost",131928,2,1649.1,80,65964,824.55
"332301",2014,"ID","Lincoln","SUGAR BEETS","Frost",92784,2,1159.8,80,46392,579.9
"332303",2001,"OR","Malheur","SUGAR BEETS","Frost",2938,1,21.3,137.934272300469,2938,21.3
"332304",2002,"OR","Malheur","SUGAR BEETS","Frost",12088,1,37,326.702702702703,12088,37
"332305",2003,"OR","Malheur","SUGAR BEETS","Frost",770,1,20,38.5,770,20
"332306",2007,"OR","Malheur","SUGAR BEETS","Frost",3249,1,83.3,39.0036014405762,3249,83.3
"332307",2010,"OR","Malheur","SUGAR BEETS","Frost",5474.77,1,133.525,41.0018348623853,5474.77,133.525
"332308",2015,"OR","Malheur","SUGAR BEETS","Frost",2000,1,25,80,2000,25
"332326",2002,"ID","Minidoka","SUGAR BEETS","Frost",55576,5,1377.9,40.3338413527832,11115.2,275.58
"332327",2003,"ID","Minidoka","SUGAR BEETS","Frost",47572.4,2,1235.62,38.5008335896149,23786.2,617.81
"332328",2004,"ID","Minidoka","SUGAR BEETS","Frost",5027,1,128.9,38.9992242048099,5027,128.9
"332329",2005,"ID","Minidoka","SUGAR BEETS","Frost",11077,1,291.5,38,11077,291.5
"332330",2006,"ID","Minidoka","SUGAR BEETS","Frost",22756.4,2,599.26,37.9741681407069,11378.2,299.63
"332331",2007,"ID","Minidoka","SUGAR BEETS","Frost",54027.98,2,1385.32,39.0003609274392,27013.99,692.66
"332332",2008,"ID","Minidoka","SUGAR BEETS","Frost",29468.3,3,293.6,100.368869209809,9822.76666666667,97.8666666666667
"332333",2009,"ID","Minidoka","SUGAR BEETS","Frost",110854,2,2581.7,42.9383739396522,55427,1290.85
"332334",2010,"ID","Minidoka","SUGAR BEETS","Frost",254914.85,2,5837.81,43.6661778989039,127457.425,2918.905
"332335",2011,"ID","Minidoka","SUGAR BEETS","Frost",183023.5,2,2712.1,67.4840529479002,91511.75,1356.05
"332336",2012,"ID","Minidoka","SUGAR BEETS","Frost",244826.6,2,2824.72,86.6728737715596,122413.3,1412.36
"332337",2013,"ID","Minidoka","SUGAR BEETS","Frost",120008,1,1500.1,80,120008,1500.1
"332338",2014,"ID","Minidoka","SUGAR BEETS","Frost",108468.8,2,1355.96,79.9941001209475,54234.4,677.98
"332339",2015,"ID","Minidoka","SUGAR BEETS","Frost",18712,2,233.9,80,9356,116.95
"332345",2001,"ID","Owyhee","SUGAR BEETS","Frost",6725,1,186.8,36.0010706638116,6725,186.8
"332346",2002,"ID","Owyhee","SUGAR BEETS","Frost",12616,1,90,140.177777777778,12616,90
"332347",2005,"ID","Owyhee","SUGAR BEETS","Frost",1501,1,39.5,38,1501,39.5
"332348",2006,"ID","Owyhee","SUGAR BEETS","Frost",782.8,1,20.6,38,782.8,20.6
"332349",2007,"ID","Owyhee","SUGAR BEETS","Frost",1790,1,45.9,38.9978213507625,1790,45.9
"332350",2009,"ID","Owyhee","SUGAR BEETS","Frost",2653,1,61.7,42.998379254457,2653,61.7
"332351",2013,"ID","Owyhee","SUGAR BEETS","Frost",61332.44,2,766.658,79.9997391274858,30666.22,383.329
"332352",2014,"ID","Owyhee","SUGAR BEETS","Frost",12000,1,150,80,12000,150
"332353",2015,"ID","Owyhee","SUGAR BEETS","Frost",24128,1,301.6,80,24128,301.6
"332363",2010,"ID","Payette","SUGAR BEETS","Frost",639,1,14.6,43.7671232876712,639,14.6
"332364",2013,"ID","Payette","SUGAR BEETS","Frost",2000,2,25,80,1000,12.5
"332380",2002,"ID","Power","SUGAR BEETS","Frost",23316,1,848.67,27.4735763017427,23316,848.67
"332381",2003,"ID","Power","SUGAR BEETS","Frost",6584,1,171,38.5029239766082,6584,171
"332382",2004,"ID","Power","SUGAR BEETS","Frost",6299.01,1,161.517,38.9990527312914,6299.01,161.517
"332383",2006,"ID","Power","SUGAR BEETS","Frost",912,1,24,38,912,24
"332384",2007,"ID","Power","SUGAR BEETS","Frost",160665,4,1117.7,143.746085711729,40166.25,279.425
"332385",2008,"ID","Power","SUGAR BEETS","Frost",1560,1,40,39,1560,40
"332386",2009,"ID","Power","SUGAR BEETS","Frost",91909.8,3,590.1,155.75292323335,30636.6,196.7
"332387",2010,"ID","Power","SUGAR BEETS","Frost",45649.2,2,1043.39,43.7508505927793,22824.6,521.695
"332388",2012,"ID","Power","SUGAR BEETS","Frost",68028,1,757.75,89.7763114483669,68028,757.75
"332389",2013,"ID","Power","SUGAR BEETS","Frost",239751.4,3,2583.24,92.8103466963968,79917.1333333333,861.08
"332458",2002,"ID","Twin Falls","SUGAR BEETS","Frost",42237,4,811.9,52.0224165537628,10559.25,202.975
"332459",2003,"ID","Twin Falls","SUGAR BEETS","Frost",13283,1,345,38.5014492753623,13283,345
