"","year","state","county","commodity","damagecause","monthcode","month","loss"
"365320",1994,"ID","Elmore","All Other Crops","Frost",1,"JAN",5500
"365321",1994,"ID","Elmore","All Other Crops","Plant Disease",7,"JUL",1056
"365322",1994,"ID","Franklin","WHEAT","Drought",5,"MAY",367
"365323",1994,"ID","Franklin","WHEAT","Drought",7,"JUL",1700
"365324",1994,"ID","Franklin","WHEAT","Failure Irrig Supply",7,"JUL",744
"365325",1994,"ID","Franklin","PROCESSING BEANS","Heat",7,"JUL",2611
"365326",1994,"ID","Franklin","PROCESSING BEANS","Hot Wind",7,"JUL",6093
"365327",1994,"ID","Franklin","BARLEY","Failure Irrig Supply",7,"JUL",1089
"365328",1994,"ID","Fremont","All Other Crops","Frost",6,"JUN",853924
"365329",1994,"ID","Fremont","All Other Crops","Drought",6,"JUN",4464
"365330",1994,"ID","Fremont","All Other Crops","Drought",8,"AUG",672
"365331",1994,"ID","Fremont","All Other Crops","Frost",6,"JUN",7029
"365332",1994,"ID","Fremont","All Other Crops","Frost",8,"AUG",2368
"365333",1994,"ID","Fremont","All Other Crops","Frost",9,"SEP",2465
"365334",1994,"ID","Fremont","All Other Crops","Freeze",4,"APR",1280
"365335",1994,"ID","Gem","All Other Crops","Hail",5,"MAY",14514
"365336",1994,"ID","Gem","All Other Crops","Hail",8,"AUG",753
"365337",1994,"ID","Gem","All Other Crops","Frost",3,"MAR",93428
"365338",1994,"ID","Gem","All Other Crops","Fruit Set Failure",4,"APR",45496
"365339",1994,"ID","Gem","All Other Crops","Fruit Set Failure",5,"MAY",3428
"365340",1994,"ID","Gooding","All Other Crops","Heat",7,"JUL",8365
"365341",1994,"ID","Gooding","All Other Crops","Heat",7,"JUL",4855
"365342",1994,"ID","Gooding","All Other Crops","Plant Disease",7,"JUL",7283
"365343",1994,"ID","Gooding","All Other Crops","Heat",7,"JUL",57993
"365344",1994,"ID","Gooding","All Other Crops","Plant Disease",7,"JUL",18550
"365345",1994,"ID","Idaho","WHEAT","Drought",6,"JUN",13291
"365346",1994,"ID","Idaho","WHEAT","Drought",7,"JUL",9576
"365347",1994,"ID","Idaho","WHEAT","Heat",7,"JUL",2286
"365348",1994,"ID","Idaho","WHEAT","Excess Moisture/Precip/Rain",4,"APR",3052
"365349",1994,"ID","Idaho","WHEAT","Other (Snow-Lightning-Etc.)",7,"JUL",108
"365350",1994,"ID","Idaho","WHEAT","Cold Winter",12,"DEC",194
"365351",1994,"ID","Idaho","WHEAT","Cold Wet Weather",1,"JAN",227
"365352",1994,"ID","Idaho","WHEAT","Drought",7,"JUL",4908
"365353",1994,"ID","Idaho","WHEAT","Drought",8,"AUG",3198
"365354",1994,"ID","Idaho","WHEAT","Heat",7,"JUL",12160
"365355",1994,"ID","Idaho","WHEAT","Hail",7,"JUL",1129
"365356",1994,"ID","Idaho","WHEAT","Drought",12,"DEC",1888
"365357",1994,"ID","Idaho","WHEAT","Freeze",2,"FEB",155
"365358",1994,"ID","Idaho","WHEAT","Cold Winter",3,"MAR",341
"365359",1994,"ID","Idaho","WHEAT","Cold Wet Weather",2,"FEB",797
"365360",1994,"ID","Idaho","WHEAT","Cold Wet Weather",3,"MAR",2109
"365361",1994,"ID","Idaho","WHEAT","Cold Wet Weather",12,"DEC",1259
"365362",1994,"ID","Idaho","WHEAT","Other (Snow-Lightning-Etc.)",5,"MAY",5166
"365363",1994,"ID","Idaho","OATS","Drought",7,"JUL",67
"365364",1994,"ID","Idaho","DRY PEAS","Drought",7,"JUL",1899
"365365",1994,"ID","Idaho","DRY PEAS","Heat",7,"JUL",2849
"365366",1994,"ID","Idaho","DRY PEAS","Hail",7,"JUL",9739
"365367",1994,"ID","Idaho","BARLEY","Drought",6,"JUN",404
"365368",1994,"ID","Idaho","BARLEY","Drought",7,"JUL",62
"365369",1994,"ID","Idaho","BARLEY","Drought",7,"JUL",2530
"365370",1994,"ID","Idaho","BARLEY","Heat",7,"JUL",3796
"365371",1994,"ID","Idaho","BARLEY","Hail",7,"JUL",1333
"365372",1994,"ID","Jefferson","All Other Crops","Frost",6,"JUN",164086
"365373",1994,"ID","Jefferson","All Other Crops","Hail",5,"MAY",1190
"365374",1994,"ID","Jefferson","All Other Crops","Hail",8,"AUG",8190
"365375",1994,"ID","Jefferson","All Other Crops","Freeze",6,"JUN",12838
"365376",1994,"ID","Jefferson","All Other Crops","Hail",8,"AUG",3172
"365377",1994,"ID","Jerome","All Other Crops","Heat",6,"JUN",8869
"365378",1994,"ID","Jerome","All Other Crops","Heat",8,"AUG",452
"365379",1994,"ID","Jerome","All Other Crops","Heat",9,"SEP",4388
"365380",1994,"ID","Jerome","All Other Crops","Wind/Excess Wind",6,"JUN",3197
"365381",1994,"ID","Latah","All Other Crops","Drought",5,"MAY",78
"365382",1994,"ID","Latah","All Other Crops","Drought",5,"MAY",33979
"365383",1994,"ID","Latah","All Other Crops","Drought",6,"JUN",6546
"365384",1994,"ID","Latah","All Other Crops","Drought",8,"AUG",6734
"365385",1994,"ID","Latah","All Other Crops","Heat",6,"JUN",2679
"365386",1994,"ID","Latah","All Other Crops","Heat",7,"JUL",2798
"365387",1994,"ID","Latah","All Other Crops","Heat",8,"AUG",76
"365388",1994,"ID","Latah","All Other Crops","Flood",8,"AUG",788
"365389",1994,"ID","Latah","All Other Crops","Drought",5,"MAY",441
"365390",1994,"ID","Latah","All Other Crops","Drought",5,"MAY",8999
"365391",1994,"ID","Latah","All Other Crops","Drought",6,"JUN",8471
"365392",1994,"ID","Latah","All Other Crops","Drought",7,"JUL",1275
"365393",1994,"ID","Latah","All Other Crops","Drought",8,"AUG",1967
"365394",1994,"ID","Latah","All Other Crops","Heat",7,"JUL",58
"365395",1994,"ID","Lewis","WHEAT","Drought",6,"JUN",4653
"365396",1994,"ID","Lewis","WHEAT","Drought",7,"JUL",12939
"365397",1994,"ID","Lewis","WHEAT","Drought",5,"MAY",4707
"365398",1994,"ID","Lewis","WHEAT","Drought",6,"JUN",2962
"365399",1994,"ID","Lewis","WHEAT","Drought",7,"JUL",14813
"365400",1994,"ID","Lewis","WHEAT","Drought",8,"AUG",1934
"365401",1994,"ID","Lewis","WHEAT","Drought",9,"SEP",585
"365402",1994,"ID","Lewis","WHEAT","Heat",6,"JUN",2162
"365403",1994,"ID","Lewis","WHEAT","Heat",7,"JUL",4086
"365404",1994,"ID","Lewis","WHEAT","Frost",6,"JUN",4317
"365405",1994,"ID","Lewis","WHEAT","Other (Snow-Lightning-Etc.)",3,"MAR",724
"365406",1994,"ID","Lewis","WHEAT","Drought",1,"JAN",783
"365407",1994,"ID","Lewis","WHEAT","Freeze",2,"FEB",366
"365408",1994,"ID","Lewis","WHEAT","Heat",7,"JUL",232
"365409",1994,"ID","Lewis","WHEAT","Other (Snow-Lightning-Etc.)",3,"MAR",100
"365410",1994,"ID","Lewis","DRY PEAS","Drought",6,"JUN",1003
"365411",1994,"ID","Lewis","DRY PEAS","Drought",7,"JUL",12548
"365412",1994,"ID","Lewis","DRY PEAS","Drought",6,"JUN",59408
"365413",1994,"ID","Lewis","DRY PEAS","Drought",7,"JUL",4880
"365414",1994,"ID","Lewis","DRY PEAS","Heat",6,"JUN",1922
"365415",1994,"ID","Lewis","DRY PEAS","Heat",7,"JUL",5062
"365416",1994,"ID","Lewis","DRY PEAS","Heat",8,"AUG",2734
"365417",1994,"ID","Lewis","DRY PEAS","Hail",6,"JUN",5623
"365418",1994,"ID","Lewis","DRY PEAS","Hail",6,"JUN",3047
"365419",1994,"ID","Lewis","BARLEY","Drought",6,"JUN",1024
"365420",1994,"ID","Lewis","BARLEY","Drought",7,"JUL",5250
"365421",1994,"ID","Lewis","BARLEY","Drought",5,"MAY",935
"365422",1994,"ID","Lewis","BARLEY","Heat",5,"MAY",467
"365423",1994,"ID","Lincoln","All Other Crops","Heat",7,"JUL",1645
"365424",1994,"ID","Lincoln","All Other Crops","Heat",8,"AUG",1066
"365425",1994,"ID","Lincoln","All Other Crops","Heat",10,"OCT",616
"365426",1994,"ID","Lincoln","All Other Crops","Failure Irrig Supply",6,"JUN",3709
"365427",1994,"ID","Lincoln","All Other Crops","Failure Irrig Supply",7,"JUL",4053
"365428",1994,"ID","Lincoln","All Other Crops","Hot Wind",7,"JUL",592
"365429",1994,"ID","Lincoln","All Other Crops","Insects",8,"AUG",1025
"365430",1994,"ID","Lincoln","All Other Crops","Wildlife",6,"JUN",243
"365431",1994,"ID","Lincoln","All Other Crops","Failure Irrig Supply",6,"JUN",2217
"365432",1994,"ID","Lincoln","All Other Crops","Failure Irrig Supply",7,"JUL",1870
"365433",1994,"ID","Madison","All Other Crops","Frost",6,"JUN",336242
"365434",1994,"ID","Madison","All Other Crops","Drought",6,"JUN",1947
"365435",1994,"ID","Madison","All Other Crops","Drought",8,"AUG",1778
"365436",1994,"ID","Madison","All Other Crops","Drought",9,"SEP",10319
"365437",1994,"ID","Minidoka","DRY BEANS","Heat",6,"JUN",1979
"365438",1994,"ID","Minidoka","DRY BEANS","Heat",8,"AUG",1601
"365439",1994,"ID","Minidoka","DRY BEANS","Hail",7,"JUL",1308
"365440",1994,"ID","Minidoka","DRY BEANS","Hail",8,"AUG",1940
"365441",1994,"ID","Minidoka","DRY BEANS","Wind/Excess Wind",7,"JUL",6118
"365442",1994,"ID","Minidoka","DRY BEANS","Wind/Excess Wind",9,"SEP",1704
"365443",1994,"ID","Nez Perce","WHEAT","Drought",5,"MAY",363354
"365444",1994,"ID","Nez Perce","WHEAT","Drought",6,"JUN",48472
"365445",1994,"ID","Nez Perce","WHEAT","Drought",7,"JUL",3044
"365446",1994,"ID","Nez Perce","WHEAT","Heat",7,"JUL",1304
"365447",1994,"ID","Nez Perce","WHEAT","Drought",2,"FEB",5278
"365448",1994,"ID","Nez Perce","WHEAT","Cold Winter",2,"FEB",2228
"365449",1994,"ID","Nez Perce","DRY BEANS","Drought",5,"MAY",2632
"365450",1994,"ID","Nez Perce","DRY BEANS","Drought",6,"JUN",645
"365451",1994,"ID","Nez Perce","DRY PEAS","Drought",5,"MAY",7858
"365452",1994,"ID","Nez Perce","DRY PEAS","Drought",6,"JUN",8015
"365453",1994,"ID","Nez Perce","DRY PEAS","Drought",7,"JUL",2364
"365454",1994,"ID","Nez Perce","DRY PEAS","Drought",9,"SEP",307
"365455",1994,"ID","Nez Perce","DRY PEAS","Heat",7,"JUL",2142
"365456",1994,"ID","Nez Perce","BARLEY","Drought",5,"MAY",11179
"365457",1994,"ID","Nez Perce","BARLEY","Drought",6,"JUN",15381
"365458",1994,"ID","Nez Perce","BARLEY","Drought",6,"JUN",2718
"365459",1994,"ID","Oneida","WHEAT","Drought",5,"MAY",90
"365460",1994,"ID","Oneida","WHEAT","Wildlife",5,"MAY",23
"365461",1994,"ID","Oneida","WHEAT","Drought",6,"JUN",2207
"365462",1994,"ID","Oneida","WHEAT","Drought",7,"JUL",538
"365463",1994,"ID","Oneida","WHEAT","Heat",7,"JUL",718
"365464",1994,"ID","Oneida","WHEAT","Frost",7,"JUL",179
"365465",1994,"ID","Oneida","WHEAT","Drought",6,"JUN",4416
"365466",1994,"ID","Oneida","WHEAT","Drought",7,"JUL",57844
"365467",1994,"ID","Oneida","WHEAT","Drought",8,"AUG",7942
"365468",1994,"ID","Oneida","WHEAT","Drought",9,"SEP",1930
"365469",1994,"ID","Oneida","WHEAT","Drought",10,"OCT",1345
"365470",1994,"ID","Oneida","WHEAT","Heat",5,"MAY",1564
"365471",1994,"ID","Oneida","WHEAT","Heat",6,"JUN",13335
"365472",1994,"ID","Oneida","WHEAT","Heat",7,"JUL",10921
"365473",1994,"ID","Oneida","WHEAT","Heat",8,"AUG",10995
"365474",1994,"ID","Oneida","WHEAT","Heat",9,"SEP",1534
"365475",1994,"ID","Oneida","WHEAT","Heat",10,"OCT",1779
"365476",1994,"ID","Oneida","WHEAT","Frost",6,"JUN",7583
"365477",1994,"ID","Oneida","WHEAT","Frost",7,"JUL",921
"365478",1994,"ID","Oneida","WHEAT","Frost",8,"AUG",7525
"365479",1994,"ID","Oneida","WHEAT","Frost",9,"SEP",6219
"365480",1994,"ID","Oneida","WHEAT","Frost",10,"OCT",1764
"365481",1994,"ID","Oneida","WHEAT","Freeze",4,"APR",8908
"365482",1994,"ID","Oneida","WHEAT","Insects",4,"APR",301
"365483",1994,"ID","Oneida","WHEAT","Insects",5,"MAY",9800
"365484",1994,"ID","Oneida","WHEAT","Plant Disease",7,"JUL",2549
"365485",1994,"ID","Oneida","WHEAT","Drought",7,"JUL",14008
"365486",1994,"ID","Oneida","WHEAT","Drought",8,"AUG",5815
"365487",1994,"ID","Oneida","WHEAT","Heat",5,"MAY",1501
"365488",1994,"ID","Oneida","WHEAT","Heat",6,"JUN",106
"365489",1994,"ID","Oneida","WHEAT","Heat",7,"JUL",1125
"365490",1994,"ID","Oneida","WHEAT","Heat",8,"AUG",971
"365491",1994,"ID","Oneida","WHEAT","Frost",9,"SEP",1673
"365492",1994,"ID","Oneida","OATS","Heat",8,"AUG",232
"365493",1994,"ID","Oneida","SAFFLOWER","Drought",8,"AUG",2330
"365494",1994,"ID","Oneida","SAFFLOWER","Drought",9,"SEP",1899
"365495",1994,"ID","Oneida","SAFFLOWER","Heat",6,"JUN",1304
"365496",1994,"ID","Oneida","SAFFLOWER","Heat",7,"JUL",4873
"365497",1994,"ID","Oneida","SAFFLOWER","Heat",8,"AUG",2471
"365498",1994,"ID","Oneida","SAFFLOWER","Frost",7,"JUL",4681
"365499",1994,"ID","Oneida","SAFFLOWER","Frost",8,"AUG",1357
"365500",1994,"ID","Oneida","BARLEY","Drought",6,"JUN",2400
"365501",1994,"ID","Oneida","BARLEY","Heat",6,"JUN",462
"365502",1994,"ID","Oneida","BARLEY","Frost",6,"JUN",1619
"365503",1994,"ID","Oneida","BARLEY","Drought",6,"JUN",1327
"365504",1994,"ID","Oneida","BARLEY","Heat",6,"JUN",728
"365505",1994,"ID","Oneida","BARLEY","Heat",7,"JUL",5328
"365506",1994,"ID","Oneida","BARLEY","Frost",6,"JUN",970
"365507",1994,"ID","Oneida","BARLEY","Frost",7,"JUL",1766
"365508",1994,"ID","Oneida","BARLEY","Wind/Excess Wind",7,"JUL",797
"365509",1994,"ID","Oneida","BARLEY","Drought",7,"JUL",31944
"365510",1994,"ID","Oneida","BARLEY","Drought",8,"AUG",9694
"365511",1994,"ID","Oneida","BARLEY","Drought",10,"OCT",1310
"365512",1994,"ID","Oneida","BARLEY","Heat",5,"MAY",1859
"365513",1994,"ID","Oneida","BARLEY","Heat",6,"JUN",4291
"365514",1994,"ID","Oneida","BARLEY","Heat",7,"JUL",3786
"365515",1994,"ID","Oneida","BARLEY","Heat",8,"AUG",5726
"365516",1994,"ID","Oneida","BARLEY","Heat",9,"SEP",424
"365517",1994,"ID","Oneida","BARLEY","Heat",10,"OCT",1273
"365518",1994,"ID","Oneida","BARLEY","Frost",4,"APR",1120
"365519",1994,"ID","Oneida","BARLEY","Frost",6,"JUN",3487
"365520",1994,"ID","Oneida","BARLEY","Frost",8,"AUG",2756
"365521",1994,"ID","Oneida","BARLEY","Frost",9,"SEP",7230
"365522",1994,"ID","Oneida","BARLEY","Insects",4,"APR",5832
"365523",1994,"ID","Oneida","BARLEY","Insects",5,"MAY",1125
"365524",1994,"ID","Oneida","BARLEY","Insects",6,"JUN",1259
"365525",1994,"ID","Oneida","BARLEY","Drought",6,"JUN",1241
"365526",1994,"ID","Oneida","BARLEY","Drought",7,"JUL",1705
"365527",1994,"ID","Oneida","BARLEY","Drought",8,"AUG",7147
"365528",1994,"ID","Oneida","BARLEY","Drought",9,"SEP",453
"365529",1994,"ID","Oneida","BARLEY","Drought",10,"OCT",835
"365530",1994,"ID","Oneida","BARLEY","Heat",5,"MAY",664
"365531",1994,"ID","Oneida","BARLEY","Heat",6,"JUN",664
"365532",1994,"ID","Oneida","BARLEY","Heat",7,"JUL",466
"365533",1994,"ID","Oneida","BARLEY","Heat",8,"AUG",1402
"365534",1994,"ID","Oneida","BARLEY","Frost",6,"JUN",941
"365535",1994,"ID","Oneida","BARLEY","Frost",8,"AUG",109
"365536",1994,"ID","Oneida","BARLEY","Frost",9,"SEP",1383
"365537",1994,"ID","Owyhee","All Other Crops","Wind/Excess Wind",5,"MAY",21931
"365538",1994,"ID","Owyhee","All Other Crops","Wind/Excess Wind",5,"MAY",13948
"365539",1994,"ID","Owyhee","All Other Crops","Plant Disease",9,"SEP",1208
"365540",1994,"ID","Owyhee","All Other Crops","Heat",6,"JUN",3656
"365541",1994,"ID","Owyhee","All Other Crops","Hot Wind",6,"JUN",914
"365542",1994,"ID","Payette","ONIONS","Heat",9,"SEP",20986
"365543",1994,"ID","Payette","APPLES","Hail",5,"MAY",5470
"365544",1994,"ID","Payette","APPLES","Hail",7,"JUL",24936
"365545",1994,"ID","Payette","APPLES","Hail",10,"OCT",26278
"365546",1994,"ID","Payette","APPLES","Excess Sun",4,"APR",7466
"365547",1994,"ID","Payette","APPLES","Freeze",10,"OCT",216133
"365548",1994,"ID","Payette","APPLES","Wind/Excess Wind",9,"SEP",1432
"365549",1994,"ID","Payette","APPLES","Wind/Excess Wind",10,"OCT",22408
"365550",1994,"ID","Payette","APPLES","Fruit Set Failure",4,"APR",4283
"365551",1994,"ID","Payette","APPLES","Freeze",10,"OCT",6005
"365552",1994,"ID","Payette","APPLES","Wind/Excess Wind",10,"OCT",4979
"365553",1994,"ID","Payette","BARLEY","Excess Moisture/Precip/Rain",9,"SEP",1588
"365554",1994,"ID","Power","All Other Crops","Heat",6,"JUN",59378
"365555",1994,"ID","Power","All Other Crops","Frost",6,"JUN",54232
"365556",1994,"ID","Power","All Other Crops","Drought",6,"JUN",18649
"365557",1994,"ID","Power","All Other Crops","Drought",7,"JUL",2635
"365558",1994,"ID","Power","All Other Crops","Heat",7,"JUL",5025
"365559",1994,"ID","Power","All Other Crops","Wind/Excess Wind",6,"JUN",2781
"365560",1994,"ID","Power","All Other Crops","Wind/Excess Wind",7,"JUL",2179
"365561",1994,"ID","Power","All Other Crops","Drought",6,"JUN",8084
"365562",1994,"ID","Power","All Other Crops","Drought",7,"JUL",3402
"365563",1994,"ID","Power","All Other Crops","Heat",7,"JUL",19001
"365564",1994,"ID","Power","All Other Crops","Frost",6,"JUN",794
"365565",1994,"ID","Power","All Other Crops","Frost",7,"JUL",263
"365566",1994,"ID","Power","All Other Crops","Wind/Excess Wind",6,"JUN",458
"365567",1994,"ID","Power","All Other Crops","Wind/Excess Wind",7,"JUL",12142
"365568",1994,"ID","Power","All Other Crops","Drought",5,"MAY",52
"365569",1994,"ID","Power","All Other Crops","Drought",6,"JUN",75297
"365570",1994,"ID","Power","All Other Crops","Drought",7,"JUL",652
"365571",1994,"ID","Power","All Other Crops","Drought",8,"AUG",48541
"365572",1994,"ID","Power","All Other Crops","Drought",12,"DEC",5372
"365573",1994,"ID","Power","All Other Crops","Heat",6,"JUN",701
"365574",1994,"ID","Power","All Other Crops","Heat",7,"JUL",2225
"365575",1994,"ID","Power","All Other Crops","Heat",10,"OCT",2048
"365576",1994,"ID","Power","All Other Crops","Heat",11,"NOV",873
"365577",1994,"ID","Power","All Other Crops","Frost",6,"JUN",25060
"365578",1994,"ID","Power","All Other Crops","Frost",8,"AUG",62
"365579",1994,"ID","Power","All Other Crops","Drought",5,"MAY",2743
"365580",1994,"ID","Power","All Other Crops","Drought",6,"JUN",1071
"365581",1994,"ID","Power","All Other Crops","Drought",7,"JUL",895
"365582",1994,"ID","Power","All Other Crops","Drought",8,"AUG",4256
"365583",1994,"ID","Power","All Other Crops","Frost",6,"JUN",714
"365584",1994,"ID","Teton","All Other Crops","Frost",6,"JUN",376568
"365585",1994,"ID","Teton","All Other Crops","Drought",7,"JUL",30
"365586",1994,"ID","Teton","All Other Crops","Frost",7,"JUL",7
"365587",1994,"ID","Teton","All Other Crops","Drought",7,"JUL",4297
"365588",1994,"ID","Teton","All Other Crops","Heat",6,"JUN",2271
"365589",1994,"ID","Teton","All Other Crops","Heat",7,"JUL",1634
"365590",1994,"ID","Teton","All Other Crops","Frost",6,"JUN",20440
"365591",1994,"ID","Teton","All Other Crops","Frost",7,"JUL",2434
"365592",1994,"ID","Teton","All Other Crops","Drought",6,"JUN",8192
"365593",1994,"ID","Teton","All Other Crops","Drought",9,"SEP",2673
"365594",1994,"ID","Teton","All Other Crops","Drought",10,"OCT",444
"365595",1994,"ID","Teton","All Other Crops","Heat",9,"SEP",350
"365596",1994,"ID","Teton","All Other Crops","Failure Irrig Supply",7,"JUL",3405
"365597",1994,"ID","Teton","All Other Crops","Hail",8,"AUG",19318
"365598",1994,"ID","Teton","All Other Crops","Frost",5,"MAY",289
"365599",1994,"ID","Teton","All Other Crops","Frost",6,"JUN",10203
"365600",1994,"ID","Teton","All Other Crops","Frost",7,"JUL",6406
"365601",1994,"ID","Teton","All Other Crops","Frost",8,"AUG",3543
"365602",1994,"ID","Teton","All Other Crops","Frost",9,"SEP",2958
"365603",1994,"ID","Teton","All Other Crops","Wind/Excess Wind",6,"JUN",872
"365604",1994,"ID","Teton","All Other Crops","Insects",6,"JUN",427
"365605",1994,"ID","Teton","All Other Crops","Drought",9,"SEP",817
"365606",1994,"ID","Teton","All Other Crops","Frost",6,"JUN",784
"365607",1994,"ID","Twin Falls","WHEAT","Heat",6,"JUN",5376
"365608",1994,"ID","Twin Falls","WHEAT","Heat",8,"AUG",3889
"365609",1994,"ID","Twin Falls","WHEAT","Failure Irrig Supply",6,"JUN",2240
"365610",1994,"ID","Twin Falls","CORN","Heat",8,"AUG",177
"365611",1994,"ID","Twin Falls","SWEET CORN","Heat",7,"JUL",13299
"365612",1994,"ID","Twin Falls","SWEET CORN","Excess Moisture/Precip/Rain",6,"JUN",358
"365613",1994,"ID","Twin Falls","SWEET CORN","Heat",7,"JUL",1870
"365614",1994,"ID","Twin Falls","SWEET CORN","Heat",8,"AUG",5640
"365615",1994,"ID","Twin Falls","SWEET CORN","Plant Disease",7,"JUL",2804
"365616",1994,"ID","Twin Falls","SWEET CORN","Plant Disease",8,"AUG",3760
"365617",1994,"ID","Twin Falls","DRY BEANS","Heat",7,"JUL",581
"365618",1994,"ID","Twin Falls","DRY BEANS","Heat",6,"JUN",6829
"365619",1994,"ID","Twin Falls","DRY BEANS","Heat",7,"JUL",1045
"365620",1994,"ID","Twin Falls","DRY BEANS","Heat",8,"AUG",7485
"365621",1994,"ID","Twin Falls","DRY BEANS","Hail",8,"AUG",323
"365622",1994,"ID","Twin Falls","DRY BEANS","Frost",6,"JUN",1877
"365623",1994,"ID","Twin Falls","DRY BEANS","Frost",10,"OCT",1621
"365624",1994,"ID","Twin Falls","DRY BEANS","Heat",8,"AUG",1638
"365625",1994,"ID","Twin Falls","DRY BEANS","Wind/Excess Wind",9,"SEP",702
"365626",1994,"ID","Twin Falls","DRY PEAS","Heat",3,"MAR",1273
"365627",1994,"ID","Twin Falls","DRY PEAS","Heat",6,"JUN",19538
"365628",1994,"ID","Twin Falls","DRY PEAS","Heat",8,"AUG",818
"365629",1994,"ID","Twin Falls","DRY PEAS","Frost",6,"JUN",3105
"365630",1994,"ID","Twin Falls","POTATOES","Heat",7,"JUL",32403
"365631",1994,"ID","Twin Falls","POTATOES","Heat",8,"AUG",14280
"365632",1994,"ID","Twin Falls","POTATOES","Hot Wind",7,"JUL",13720
"365633",1994,"ID","Twin Falls","BARLEY","Heat",5,"MAY",5992
"365634",1994,"ID","Twin Falls","BARLEY","Heat",6,"JUN",389
"365635",1994,"ID","Twin Falls","BARLEY","Failure Irrig Supply",5,"MAY",4903
"365636",1994,"ID","Twin Falls","BARLEY","Failure Irrig Supply",7,"JUL",187
"365637",1994,"ID","Twin Falls","BARLEY","Heat",6,"JUN",885
"365638",1994,"ID","Twin Falls","BARLEY","Failure Irrig Supply",5,"MAY",2066
"365639",1994,"ID","Washington","All Other Crops","Insects",4,"APR",3406
"365640",1994,"ID","Washington","All Other Crops","Heat",4,"APR",2670
"365641",1994,"ID","Washington","All Other Crops","Heat",6,"JUN",505
"365642",1994,"ID","Washington","All Other Crops","Freeze",4,"APR",586
"365643",1994,"ID","Washington","All Other Crops","Insects",5,"MAY",609
"365644",1994,"ID","All Other Counties","All Other Crops","Drought",5,"MAY",7228
"365645",1994,"ID","All Other Counties","All Other Crops","Drought",8,"AUG",277
"365646",1994,"ID","All Other Counties","All Other Crops","Heat",6,"JUN",267
"365647",1994,"ID","All Other Counties","All Other Crops","Heat",8,"AUG",75088
"365648",1994,"ID","All Other Counties","All Other Crops","Hail",7,"JUL",8402
"365649",1994,"ID","All Other Counties","All Other Crops","Excess Moisture/Precip/Rain",9,"SEP",8402
"365650",1994,"ID","All Other Counties","All Other Crops","Drought",7,"JUL",1418
"365651",1994,"ID","All Other Counties","All Other Crops","Heat",7,"JUL",1207
"365652",1994,"ID","All Other Counties","All Other Crops","Frost",7,"JUL",656
"365653",1994,"ID","All Other Counties","All Other Crops","Drought",4,"APR",171
"365654",1994,"ID","All Other Counties","All Other Crops","Drought",5,"MAY",5420
"365655",1994,"ID","All Other Counties","All Other Crops","Drought",6,"JUN",17361
"365656",1994,"ID","All Other Counties","All Other Crops","Drought",7,"JUL",667
"365657",1994,"ID","All Other Counties","All Other Crops","Drought",8,"AUG",304
"365658",1994,"ID","All Other Counties","All Other Crops","Heat",5,"MAY",1951
"365659",1994,"ID","All Other Counties","All Other Crops","Heat",6,"JUN",900
"365660",1994,"ID","All Other Counties","All Other Crops","Heat",7,"JUL",7618
"365661",1994,"ID","All Other Counties","All Other Crops","Heat",8,"AUG",664
"365662",1994,"ID","All Other Counties","All Other Crops","Heat",9,"SEP",23536
"365663",1994,"ID","All Other Counties","All Other Crops","Failure Irrig Supply",5,"MAY",601
"365664",1994,"ID","All Other Counties","All Other Crops","Failure Irrig Supply",6,"JUN",22738
"365665",1994,"ID","All Other Counties","All Other Crops","Failure Irrig Supply",7,"JUL",1966
"365666",1994,"ID","All Other Counties","All Other Crops","Frost",6,"JUN",553
"365667",1994,"ID","All Other Counties","All Other Crops","Frost",7,"JUL",1273
"365668",1994,"ID","All Other Counties","All Other Crops","Freeze",6,"JUN",48884
"365669",1994,"ID","All Other Counties","All Other Crops","Freeze",7,"JUL",8208
"365670",1994,"ID","All Other Counties","All Other Crops","Freeze",8,"AUG",16600
"365671",1994,"ID","All Other Counties","All Other Crops","Freeze",9,"SEP",2907
"365672",1994,"ID","All Other Counties","All Other Crops","Hot Wind",6,"JUN",790
"365673",1994,"ID","All Other Counties","All Other Crops","Insects",5,"MAY",1612
"365674",1994,"ID","All Other Counties","All Other Crops","Wildlife",6,"JUN",6870
"365675",1994,"ID","All Other Counties","All Other Crops","Wildlife",7,"JUL",8524
"365676",1994,"ID","All Other Counties","All Other Crops","Wildlife",8,"AUG",2400
"365677",1994,"ID","All Other Counties","All Other Crops","Wildlife",9,"SEP",1545
"365678",1994,"ID","All Other Counties","All Other Crops","Drought",5,"MAY",1006
"365679",1994,"ID","All Other Counties","All Other Crops","Drought",6,"JUN",1968
"365680",1994,"ID","All Other Counties","All Other Crops","Failure Irrig Supply",6,"JUN",316
"365681",1994,"ID","All Other Counties","All Other Crops","Freeze",6,"JUN",252
"365682",1994,"ID","All Other Counties","All Other Crops","Freeze",9,"SEP",1939
"365683",1994,"ID","All Other Counties","All Other Crops","Wildlife",8,"AUG",1002
"395396",1994,"OR","Gilliam","WHEAT","Drought",3,"MAR",3363
"395397",1994,"OR","Gilliam","WHEAT","Drought",5,"MAY",3224
"395398",1994,"OR","Gilliam","WHEAT","Drought",6,"JUN",7407
"395399",1994,"OR","Gilliam","WHEAT","Drought",8,"AUG",49
"395400",1994,"OR","Gilliam","WHEAT","Hail",8,"AUG",98
