"","year","state","county","commodity","damagecause","monthcode","month","acres","loss"
"1108421",2009,"OR","Sherman","WHEAT","Drought",12,"DEC",1508.17,54180
"1108422",2009,"OR","Sherman","WHEAT","Drought",5,"MAY",477.82,30422
"1108423",2009,"OR","Sherman","WHEAT","Drought",3,"MAR",934.21,165989.4
"1108424",2009,"OR","Sherman","WHEAT","Drought",6,"JUN",7462.217,1265116.1
"1108425",2009,"OR","Sherman","WHEAT","Drought",5,"MAY",12.6,3017
"1108426",2009,"OR","Sherman","WHEAT","Drought",4,"APR",178.98,11149
"1108427",2009,"OR","Sherman","WHEAT","Drought",1,"JAN",28.273,831.04
"1108428",2009,"OR","Sherman","WHEAT","Drought",12,"DEC",159.87,35158
"1108429",2009,"OR","Sherman","WHEAT","Drought",9,"SEP",4.56,627
"1108430",2009,"OR","Sherman","WHEAT","Drought",3,"MAR",161.5,5801
"1108431",2009,"OR","Sherman","WHEAT","Drought",3,"MAR",16.188,88.2
"1108432",2009,"OR","Sherman","WHEAT","Drought",4,"APR",358.51,57506
"1108433",2009,"OR","Sherman","WHEAT","Drought",7,"JUL",50.78,4759
"1108434",2009,"OR","Sherman","WHEAT","Drought",11,"NOV",648.368,130149.6
"1108435",2009,"OR","Sherman","WHEAT","Heat",5,"MAY",3286.982,581065.8
"1108436",2009,"OR","Sherman","WHEAT","Heat",6,"JUN",1511.116,243986.7
"1108437",2009,"OR","Sherman","WHEAT","Heat",5,"MAY",10.792,58.8
"1108438",2009,"OR","Sherman","WHEAT","Heat",6,"JUN",5.4,1293
"1108439",2009,"OR","Sherman","WHEAT","Freeze",1,"JAN",98.5269,3538.89
"1108440",2009,"OR","Sherman","WHEAT","Freeze",1,"JAN",29.427,864.96
"1108441",2009,"OR","Sherman","WHEAT","Freeze",5,"MAY",167.28,29740
"1108442",2009,"OR","Sherman","WHEAT","Cold Wet Weather",2,"FEB",254.076,57309.6
"1108443",2009,"OR","Sherman","WHEAT","Cold Wet Weather",1,"JAN",96.93,2850
"1108444",2009,"OR","Sherman","WHEAT","Cold Wet Weather",3,"MAR",263.545,58761.5
"1108445",2009,"OR","Sherman","WHEAT","Cold Wet Weather",1,"JAN",194.16,6974
"1108446",2009,"OR","Sherman","BARLEY","Decline in Price",9,"SEP",165.17,7051
"1108447",2009,"OR","Sherman","BARLEY","Drought",3,"MAR",9.435,725.05
"1108448",2009,"OR","Sherman","BARLEY","Drought",5,"MAY",127.38,4504
"1108449",2009,"OR","Sherman","BARLEY","Drought",5,"MAY",104.28,5794
"1108450",2009,"OR","Sherman","BARLEY","Drought",6,"JUN",14.39,620
"1108451",2009,"OR","Sherman","BARLEY","Wildlife",6,"JUN",1.665,127.95
"1108452",2009,"OR","Umatilla","WHEAT","Decline in Price",4,"APR",139.41,31183
"1108453",2009,"OR","Umatilla","WHEAT","Decline in Price",7,"JUL",28769.0261,4078554.15
"1108454",2009,"OR","Umatilla","WHEAT","Decline in Price",5,"MAY",1638.043,194066.67
"1108455",2009,"OR","Umatilla","WHEAT","Decline in Price",8,"AUG",36952.6835,5256053.78
"1108456",2009,"OR","Umatilla","WHEAT","Decline in Price",6,"JUN",9000.9089,1165414.37
"1108457",2009,"OR","Umatilla","WHEAT","Decline in Price",9,"SEP",54889.7329,7478775.84
"1108458",2009,"OR","Umatilla","WHEAT","Drought",3,"MAR",1500.08,254584
"1108459",2009,"OR","Umatilla","WHEAT","Drought",6,"JUN",41785.7398,6709771.63
"1108460",2009,"OR","Umatilla","WHEAT","Drought",9,"SEP",106.77,5215.5
"1108461",2009,"OR","Umatilla","WHEAT","Drought",6,"JUN",98.47,7548
"1108462",2009,"OR","Umatilla","WHEAT","Drought",5,"MAY",5242.643,856896.7
"1108463",2009,"OR","Umatilla","WHEAT","Drought",8,"AUG",80.96,6206.5
"1108464",2009,"OR","Umatilla","WHEAT","Drought",12,"DEC",493.68,90557.4
"1108465",2009,"OR","Umatilla","WHEAT","Drought",6,"JUN",50,8027
"1108466",2009,"OR","Umatilla","WHEAT","Drought",4,"APR",1055.25,211214
"1108467",2009,"OR","Umatilla","WHEAT","Drought",11,"NOV",937.54,259911
"1108468",2009,"OR","Umatilla","WHEAT","Drought",12,"DEC",244.878,8797.8
"1108469",2009,"OR","Umatilla","WHEAT","Heat",7,"JUL",1.39,554
"1108470",2009,"OR","Umatilla","WHEAT","Heat",5,"MAY",28.844,1119.4
"1108471",2009,"OR","Umatilla","WHEAT","Heat",5,"MAY",10990.184,2167422.9
"1108472",2009,"OR","Umatilla","WHEAT","Heat",6,"JUN",7316.912,1773922.8
"1108473",2009,"OR","Umatilla","WHEAT","Hail",5,"MAY",213.773,47693.8
"1108474",2009,"OR","Umatilla","WHEAT","Excess Moisture/Precip/Rain",8,"AUG",219.85,80046
"1108475",2009,"OR","Umatilla","WHEAT","Excess Moisture/Precip/Rain",5,"MAY",192.05,25370
"1108476",2009,"OR","Umatilla","WHEAT","Frost",4,"APR",329.12,60371.6
"1108477",2009,"OR","Umatilla","WHEAT","Frost",4,"APR",70.1,8602
"1108478",2009,"OR","Umatilla","WHEAT","Frost",5,"MAY",88.1,20900
"1108479",2009,"OR","Umatilla","WHEAT","Frost",5,"MAY",84.917,13699.6
"1108480",2009,"OR","Umatilla","WHEAT","Frost",12,"DEC",1681.596,344871.6
"1108481",2009,"OR","Umatilla","WHEAT","Freeze",4,"APR",110.893,28718.6
"1108482",2009,"OR","Umatilla","WHEAT","Freeze",4,"APR",9.17,2094
"1108483",2009,"OR","Umatilla","WHEAT","Freeze",12,"DEC",165.7,86610
"1108484",2009,"OR","Umatilla","WHEAT","Freeze",5,"MAY",1824.547,417494.6
"1108485",2009,"OR","Umatilla","WHEAT","Freeze",12,"DEC",157,56884
"1108486",2009,"OR","Umatilla","WHEAT","Freeze",5,"MAY",54.526,1406.6
"1108487",2009,"OR","Umatilla","WHEAT","Cold Winter",3,"MAR",146.14,32053
"1108488",2009,"OR","Umatilla","WHEAT","Cold Winter",1,"JAN",120.668,4335.2
"1108489",2009,"OR","Umatilla","WHEAT","Cold Winter",2,"FEB",42.584,1530
"1108490",2009,"OR","Umatilla","WHEAT","Cold Winter",2,"FEB",2655.52,419895
"1108491",2009,"OR","Umatilla","WHEAT","Cold Wet Weather",5,"MAY",21.99,10587
"1108492",2009,"OR","Umatilla","WHEAT","Cold Wet Weather",3,"MAR",2204.1,478186
"1108493",2009,"OR","Umatilla","WHEAT","Cold Wet Weather",1,"JAN",8,4048
"1108494",2009,"OR","Umatilla","WHEAT","Wind/Excess Wind",8,"AUG",80,24905
"1108495",2009,"OR","Umatilla","WHEAT","Fire",7,"JUL",412.4208,53027.16
"1108496",2009,"OR","Umatilla","WHEAT","Wildlife",12,"DEC",18.56,5178.8
"1108497",2009,"OR","Umatilla","WHEAT","Wildlife",12,"DEC",8.29,18
"1108498",2009,"OR","Umatilla","ONIONS","Wind/Excess Wind",3,"MAR",90,19314
"1108499",2009,"OR","Umatilla","CANOLA","Frost",2,"FEB",265.7,12061
"1108500",2009,"OR","Umatilla","CANOLA","Cold Wet Weather",2,"FEB",60,298
"1108501",2009,"OR","Umatilla","GRAPES","Freeze",4,"APR",2.4,1812.6
"1108502",2009,"OR","Umatilla","GRAPES","Wind/Excess Wind",4,"APR",5.6,4229.4
"1108503",2009,"OR","Umatilla","APPLES","Cold Wet Weather",5,"MAY",97.28,240235
"1108504",2009,"OR","Umatilla","APPLES","Cold Wet Weather",4,"APR",34.64,55046
"1108505",2009,"OR","Umatilla","APPLES","Cold Wet Weather",10,"OCT",4.3,4620
"1108506",2009,"OR","Umatilla","APPLES","Other (Snow-Lightning-Etc.)",4,"APR",7.39,17430
"1108507",2009,"OR","Umatilla","APPLES","Other (Snow-Lightning-Etc.)",3,"MAR",55.9,65038
"1108508",2009,"OR","Umatilla","CHERRIES","Decline in Price",6,"JUN",6.2,10177
"1108509",2009,"OR","Umatilla","CHERRIES","Decline in Price",8,"AUG",5.8,1373
"1108510",2009,"OR","Umatilla","CHERRIES","Decline in Price",10,"OCT",4.5,4897
"1108511",2009,"OR","Umatilla","CHERRIES","Decline in Price",4,"APR",0.045,148.02
"1108512",2009,"OR","Umatilla","CHERRIES","Decline in Price",7,"JUL",36.455,79694.98
"1108513",2009,"OR","Umatilla","CHERRIES","Excess Moisture/Precip/Rain",7,"JUL",2.3,18046
"1108514",2009,"OR","Umatilla","CHERRIES","Cold Wet Weather",5,"MAY",2.3,7723
"1108515",2009,"OR","Umatilla","CHERRIES","Wind/Excess Wind",6,"JUN",2.3,2661
"1108516",2009,"OR","Umatilla","CHERRIES","Other (Snow-Lightning-Etc.)",7,"JUL",30.94,17561
"1108517",2009,"OR","Umatilla","CHERRIES","Other (Snow-Lightning-Etc.)",7,"JUL",3.94,15965
"1108518",2009,"OR","Umatilla","GREEN PEAS","Heat",6,"JUN",687.056,66982.8
"1108519",2009,"OR","Umatilla","GREEN PEAS","Heat",6,"JUN",91.9,61120
"1108520",2009,"OR","Umatilla","GREEN PEAS","Heat",5,"MAY",508.994,39015.4
"1108521",2009,"OR","Umatilla","GREEN PEAS","Heat",7,"JUL",111.75,6965
"1108522",2009,"OR","Umatilla","GREEN PEAS","Heat",5,"MAY",100,17061
"1108523",2009,"OR","Umatilla","GREEN PEAS","Hail",5,"MAY",111.426,7617.6
"1108524",2009,"OR","Umatilla","GREEN PEAS","Excess Moisture/Precip/Rain",5,"MAY",82.31,6056
"1108525",2009,"OR","Umatilla","GREEN PEAS","Frost",5,"MAY",83.262,5197.2
"1108526",2009,"OR","Umatilla","GREEN PEAS","Frost",4,"APR",173,13152
"1108527",2009,"OR","Umatilla","GREEN PEAS","Cold Wet Weather",5,"MAY",141.5,27394
"1108528",2009,"OR","Umatilla","GREEN PEAS","Cold Wet Weather",4,"APR",637.102,49891.65
"1108529",2009,"OR","Umatilla","GREEN PEAS","Hot Wind",6,"JUN",22.75,836.55
"1108530",2009,"OR","Umatilla","GREEN PEAS","Plant Disease",6,"JUN",116.58,75838.8
"1108531",2009,"OR","Umatilla","BARLEY","Heat",5,"MAY",499.48,35638.4
"1108532",2009,"OR","Umatilla","BARLEY","Heat",5,"MAY",106.24,6802
"1108533",2009,"OR","Umatilla","BARLEY","Heat",6,"JUN",749.22,53457.6
"1108534",2009,"OR","Umatilla","BARLEY","Heat",6,"JUN",159.36,10203
"1108535",2009,"OR","Umatilla","BARLEY","Wind/Excess Wind",4,"APR",82.8,8126
"1108536",2009,"OR","Umatilla","BARLEY","Wind/Excess Wind",4,"APR",91.6,8976
"1108537",2009,"OR","Union","WHEAT","Decline in Price",6,"JUN",261.2412,36300.02
"1108538",2009,"OR","Union","WHEAT","Decline in Price",7,"JUL",1054.28,215104.2
"1108539",2009,"OR","Union","WHEAT","Decline in Price",1,"JAN",76.284,14621.6
"1108540",2009,"OR","Union","WHEAT","Decline in Price",8,"AUG",3547.2526,433595.84
"1108541",2009,"OR","Union","WHEAT","Decline in Price",9,"SEP",1832.6662,419311.02
"1108542",2009,"OR","Union","WHEAT","Drought",3,"MAR",2.668,682.3
"1108543",2009,"OR","Union","WHEAT","Drought",5,"MAY",78.254,18502.22
"1108544",2009,"OR","Union","WHEAT","Drought",4,"APR",3.46,693.8
"1108545",2009,"OR","Union","WHEAT","Heat",7,"JUL",120.64,5169
"1108546",2009,"OR","Union","WHEAT","Excess Moisture/Precip/Rain",8,"AUG",80.178,5236.6
"1108547",2009,"OR","Union","WHEAT","Excess Moisture/Precip/Rain",3,"MAR",20,718
"1108548",2009,"OR","Union","WHEAT","Freeze",6,"JUN",46.02,1679.4
"1108549",2009,"OR","Union","WHEAT","Cold Winter",1,"JAN",14.4,2528.4
"1108550",2009,"OR","Union","WHEAT","Cold Wet Weather",1,"JAN",73.236,13642.8
"1108551",2009,"OR","Union","WHEAT","Flood",5,"MAY",8.84,833.6
"1108552",2009,"OR","Union","WHEAT","Wind/Excess Wind",8,"AUG",44.68,20706
"1108553",2009,"OR","Union","WHEAT","Insects",5,"MAY",501.84,235612.2
"1108554",2009,"OR","Union","BARLEY","Drought",5,"MAY",51.99,1346
"1108555",2009,"OR","Union","BARLEY","Drought",8,"AUG",18.99,998
"1108556",2009,"OR","Union","BARLEY","Drought",8,"AUG",70.77,5406
"1108557",2009,"OR","Union","BARLEY","Drought",6,"JUN",14.55,143
"1108558",2009,"OR","Union","All Other Crops","Other Causes",7,"JUL",0,219759
"1108559",2009,"OR","Wallowa","WHEAT","Decline in Price",8,"AUG",3240.26,344776.5
"1108560",2009,"OR","Wallowa","WHEAT","Decline in Price",9,"SEP",851.55,133158.5
"1108561",2009,"OR","Wallowa","WHEAT","Decline in Price",6,"JUN",60.9,1029
"1108562",2009,"OR","Wallowa","WHEAT","Heat",6,"JUN",89.24,17068
"1108563",2009,"OR","Wallowa","WHEAT","Heat",8,"AUG",133.86,25602
"1108564",2009,"OR","Wallowa","CANOLA","Heat",7,"JUL",166.6,11690
"1108565",2009,"OR","Wallowa","BARLEY","Decline in Price",8,"AUG",318.2,17295
"1108566",2009,"OR","Wallowa","BARLEY","Cold Wet Weather",6,"JUN",211.68,12411
"1108567",2009,"OR","Wallowa","All Other Crops","Area Plan Crops Only",10,"OCT",770,1915
"1108568",2009,"OR","Wasco","WHEAT","Decline in Price",9,"SEP",19103.7587,1999847.25
"1108569",2009,"OR","Wasco","WHEAT","Decline in Price",9,"SEP",2979.57,292133.6
"1108570",2009,"OR","Wasco","WHEAT","Decline in Price",5,"MAY",682.45,79213.5
"1108571",2009,"OR","Wasco","WHEAT","Decline in Price",8,"AUG",175.48,34221
"1108572",2009,"OR","Wasco","WHEAT","Decline in Price",7,"JUL",738.5493,147938.65
"1108573",2009,"OR","Wasco","WHEAT","Decline in Price",8,"AUG",2555.4,239367
"1108574",2009,"OR","Wasco","WHEAT","Decline in Price",8,"AUG",13048.7875,1844897.35
"1108575",2009,"OR","Wasco","WHEAT","Drought",5,"MAY",4270.7485,720639.95
"1108576",2009,"OR","Wasco","WHEAT","Drought",5,"MAY",633.24,13832
"1108577",2009,"OR","Wasco","WHEAT","Drought",6,"JUN",77.6,16634.4
"1108578",2009,"OR","Wasco","WHEAT","Drought",5,"MAY",22.491,4902.12
"1108579",2009,"OR","Wasco","WHEAT","Drought",6,"JUN",1495.096,286362.2
"1108580",2009,"OR","Wasco","WHEAT","Drought",9,"SEP",37.974,7175.4
"1108581",2009,"OR","Wasco","WHEAT","Drought",4,"APR",167.454,31805.4
"1108582",2009,"OR","Wasco","WHEAT","Heat",6,"JUN",822.437,251004.3
"1108583",2009,"OR","Wasco","WHEAT","Heat",5,"MAY",5044.666,767156.4
"1108584",2009,"OR","Wasco","WHEAT","Heat",5,"MAY",45.68,12014.4
"1108585",2009,"OR","Wasco","WHEAT","Heat",7,"JUL",64.3,16612.8
"1108586",2009,"OR","Wasco","WHEAT","Heat",6,"JUN",39.809,13291.88
"1108587",2009,"OR","Wasco","WHEAT","Cold Winter",2,"FEB",80.01,10563.9
"1108588",2009,"OR","Wasco","WHEAT","Cold Winter",3,"MAR",395.395,114900.5
"1108589",2009,"OR","Wasco","WHEAT","Cold Winter",12,"DEC",646.48,23231
"1108590",2009,"OR","Wasco","WHEAT","Plant Disease",5,"MAY",23.52,4413
"1108591",2009,"OR","Wasco","WHEAT","Plant Disease",6,"JUN",222.824,31444.4
"1108592",2009,"OR","Wasco","WHEAT","Wildlife",7,"JUL",11.42,3003.6
"1108593",2009,"OR","Wasco","WHEAT","Wildlife",6,"JUN",14.7,3288
"1108594",2009,"OR","Wasco","WHEAT","Other (Snow-Lightning-Etc.)",5,"MAY",118.07,23200
"1108595",2009,"OR","Wasco","WHEAT","Other (Snow-Lightning-Etc.)",5,"MAY",23.01,4518
"1108596",2009,"OR","Wasco","WHEAT","Other (Snow-Lightning-Etc.)",7,"JUL",23.18,1972
"1108597",2009,"OR","Wasco","CHERRIES","Decline in Price",8,"AUG",17.9,40677
"1108598",2009,"OR","Wasco","CHERRIES","Decline in Price",6,"JUN",0.376,469.76
"1108599",2009,"OR","Wasco","CHERRIES","Decline in Price",7,"JUL",342.914,356372.84
"1108600",2009,"OR","Wasco","CHERRIES","Heat",6,"JUN",20.56,31068.4
"1108601",2009,"OR","Wasco","CHERRIES","Heat",6,"JUN",6,16158
"1108602",2009,"OR","Wasco","CHERRIES","Freeze",4,"APR",102.1,58153
"1108603",2009,"OR","Wasco","CHERRIES","Freeze",5,"MAY",2.58,1440
"1108604",2009,"OR","Wasco","CHERRIES","Cold Winter",4,"APR",95.4,141722
"1108605",2009,"OR","Wasco","CHERRIES","Other (Snow-Lightning-Etc.)",6,"JUN",123.7,151525
"1108606",2009,"OR","Wasco","CHERRIES","Other (Snow-Lightning-Etc.)",4,"APR",8.9,8559
"1108607",2009,"OR","Wasco","CHERRIES","Other (Snow-Lightning-Etc.)",6,"JUN",31.3,-73668
"1108608",2009,"OR","Wasco","ADJUSTED GROSS REVENUE-LITE","Other Causes",7,"JUL",0,860626
"1108609",2009,"OR","Wasco","BARLEY","Drought",6,"JUN",74.7,3253.2
"1108610",2009,"OR","Wasco","BARLEY","Drought",6,"JUN",20.36,2238
"1108611",2009,"OR","Wasco","BARLEY","Drought",5,"MAY",287.34,6783.2
"1108612",2009,"OR","Wasco","BARLEY","Heat",7,"JUL",30.06,1212.2
"1108613",2009,"OR","Wasco","BARLEY","Heat",6,"JUN",111.4,1289.6
"1108614",2009,"OR","Wasco","BARLEY","Heat",6,"JUN",30.54,3357
"1108615",2009,"OR","Wasco","BARLEY","Wildlife",6,"JUN",49.8,2168.8
"1108616",2009,"OR","Washington","All Other Crops","Other Causes",9,"SEP",0,117133
"1108617",2009,"OR","Washington","All Other Crops","Other Causes",8,"AUG",0,80002.2
"1108618",2009,"OR","Washington","All Other Crops","Other Causes",7,"JUL",0,17919
"1108619",2009,"OR","Washington","All Other Crops","Heat",7,"JUL",0,123599.8
"1108620",2009,"OR","Washington","All Other Crops","Heat",12,"DEC",0,230323
"1108621",2009,"OR","Yamhill","CHERRIES","Decline in Price",9,"SEP",6.4,2083.2
"1108622",2009,"OR","Yamhill","CHERRIES","Heat",7,"JUL",8.722,7031.01
"1108623",2009,"OR","Yamhill","CHERRIES","Excess Moisture/Precip/Rain",4,"APR",13.498,8448.99
"1108624",2009,"OR","Yamhill","CHERRIES","Excess Moisture/Precip/Rain",6,"JUN",20.9,522
"1108625",2009,"OR","Yamhill","CHERRIES","Frost",4,"APR",81,18188.8
"1108626",2009,"OR","Yamhill","All Other Crops","Decline in Price",9,"SEP",51.7,7071
"1108627",2009,"OR","Yamhill","All Other Crops","Other Causes",4,"APR",0,187289.2
"1108628",2009,"OR","Yamhill","All Other Crops","Other Causes",3,"MAR",0,572304.8
"1108629",2009,"OR","Yamhill","All Other Crops","Other Causes",3,"MAR",0,24349.6
"1108630",2009,"OR","Yamhill","All Other Crops","Other Causes",8,"AUG",0,49468.3
"1108631",2009,"OR","Yamhill","All Other Crops","Heat",8,"AUG",0,21200.7
"1108632",2009,"OR","Yamhill","All Other Crops","Hail",6,"JUN",0,51114
"1108633",2009,"OR","Yamhill","All Other Crops","Excess Moisture/Precip/Rain",9,"SEP",0,34076
"1108634",2009,"OR","Yamhill","All Other Crops","Excess Moisture/Precip/Rain",3,"MAR",0,143076.2
"1108635",2009,"OR","Yamhill","All Other Crops","Cold Wet Weather",3,"MAR",0,6087.4
"1108636",2009,"OR","Yamhill","All Other Crops","Cold Wet Weather",4,"APR",0,80266.8
"1108637",2009,"OR","All Other Counties","All Other Crops","Heat",7,"JUL",46.62,521.1
"1108638",2009,"OR","All Other Counties","All Other Crops","Area Plan Crops Only",9,"SEP",10800,5457
"1108639",2009,"OR","All Other Counties","All Other Crops","Area Plan Crops Only",10,"OCT",9700,13273
"1108640",2009,"OR","All Other Counties","All Other Crops","Insects",8,"AUG",5.18,57.9
"1135121",2009,"WA","Adams","WHEAT","Decline in Price",2,"FEB",695.9,86849
"1135122",2009,"WA","Adams","WHEAT","Decline in Price",9,"SEP",24664.7868,3827128.31
"1135123",2009,"WA","Adams","WHEAT","Decline in Price",10,"OCT",413.1,38567
"1135124",2009,"WA","Adams","WHEAT","Decline in Price",4,"APR",60.65,6136
"1135125",2009,"WA","Adams","WHEAT","Decline in Price",7,"JUL",19985.9026,2493613.35
"1135126",2009,"WA","Adams","WHEAT","Decline in Price",8,"AUG",0.882,284.69
"1135127",2009,"WA","Adams","WHEAT","Decline in Price",12,"DEC",68.31,2452.8
"1135128",2009,"WA","Adams","WHEAT","Decline in Price",1,"JAN",18.97,3629
"1135129",2009,"WA","Adams","WHEAT","Decline in Price",5,"MAY",665.19,104792
"1135130",2009,"WA","Adams","WHEAT","Decline in Price",8,"AUG",30080.3187,3473568.45
"1135131",2009,"WA","Adams","WHEAT","Decline in Price",12,"DEC",174.42,25960
"1135132",2009,"WA","Adams","WHEAT","Decline in Price",7,"JUL",0.66,210
"1135133",2009,"WA","Adams","WHEAT","Decline in Price",3,"MAR",771.438,98949.6
"1135134",2009,"WA","Adams","WHEAT","Decline in Price",6,"JUN",4457.65,535303.27
"1135135",2009,"WA","Adams","WHEAT","Decline in Price",11,"NOV",207.756,7463
"1135136",2009,"WA","Adams","WHEAT","Decline in Price",9,"SEP",12.7737,3785.94
"1135137",2009,"WA","Adams","WHEAT","Drought",3,"MAR",516.7,118923
"1135138",2009,"WA","Adams","WHEAT","Drought",6,"JUN",30.618,7105.31
"1135139",2009,"WA","Adams","WHEAT","Drought",11,"NOV",3303.708,905486.25
"1135140",2009,"WA","Adams","WHEAT","Drought",4,"APR",1197.875,47331.3
"1135141",2009,"WA","Adams","WHEAT","Drought",7,"JUL",126.53,5246
"1135142",2009,"WA","Adams","WHEAT","Drought",1,"JAN",234.23,6886.5
"1135143",2009,"WA","Adams","WHEAT","Drought",2,"FEB",168.0781,4941.74
"1135144",2009,"WA","Adams","WHEAT","Drought",10,"OCT",217.685,6400.5
"1135145",2009,"WA","Adams","WHEAT","Drought",12,"DEC",421.35,12388
"1135146",2009,"WA","Adams","WHEAT","Drought",1,"JAN",3618.25,129970.5
"1135147",2009,"WA","Adams","WHEAT","Drought",2,"FEB",1760.7423,63222.23
"1135148",2009,"WA","Adams","WHEAT","Drought",8,"AUG",11.745,422
"1135149",2009,"WA","Adams","WHEAT","Drought",10,"OCT",183.0768,6576.87
"1135150",2009,"WA","Adams","WHEAT","Drought",12,"DEC",10697.8932,384290.18
"1135151",2009,"WA","Adams","WHEAT","Drought",11,"NOV",27.9,3568
"1135152",2009,"WA","Adams","WHEAT","Drought",4,"APR",4963.2046,1001968.46
"1135153",2009,"WA","Adams","WHEAT","Drought",7,"JUL",11470.1846,2019741.4
"1135154",2009,"WA","Adams","WHEAT","Drought",11,"NOV",996.988,206533.6
"1135155",2009,"WA","Adams","WHEAT","Drought",5,"MAY",44.258,13976.4
"1135156",2009,"WA","Adams","WHEAT","Drought",3,"MAR",452.466,16251.2
"1135157",2009,"WA","Adams","WHEAT","Drought",2,"FEB",3959.785,636947
"1135158",2009,"WA","Adams","WHEAT","Drought",9,"SEP",339.4453,47963.7
"1135159",2009,"WA","Adams","WHEAT","Drought",10,"OCT",2557.32,527499
"1135160",2009,"WA","Adams","WHEAT","Drought",9,"SEP",2654.098,95337
"1135161",2009,"WA","Adams","WHEAT","Drought",2,"FEB",127.2285,35800.2
"1135162",2009,"WA","Adams","WHEAT","Drought",1,"JAN",227.82,17993
"1135163",2009,"WA","Adams","WHEAT","Drought",5,"MAY",1208.236,82219
"1135164",2009,"WA","Adams","WHEAT","Drought",9,"SEP",18.04,530
"1135165",2009,"WA","Adams","WHEAT","Drought",1,"JAN",6875.251,1571056.08
"1135166",2009,"WA","Adams","WHEAT","Drought",5,"MAY",27430.8252,5212296.96
"1135167",2009,"WA","Adams","WHEAT","Drought",8,"AUG",4892.894,894776.35
"1135168",2009,"WA","Adams","WHEAT","Drought",12,"DEC",2573.74,531151
"1135169",2009,"WA","Adams","WHEAT","Drought",3,"MAR",17.24,1083
"1135170",2009,"WA","Adams","WHEAT","Drought",3,"MAR",14261.5868,2787616.73
"1135171",2009,"WA","Adams","WHEAT","Drought",6,"JUN",29185.8132,5437484.82
"1135172",2009,"WA","Adams","WHEAT","Drought",11,"NOV",10668.81,383233.9
"1135173",2009,"WA","Adams","WHEAT","Drought",3,"MAR",668.8,15425
"1135174",2009,"WA","Adams","WHEAT","Drought",6,"JUN",1741.842,56334.4
"1135175",2009,"WA","Adams","WHEAT","Drought",11,"NOV",246.11,7234.5
"1135176",2009,"WA","Adams","WHEAT","Drought",2,"FEB",63.5175,9286.65
"1135177",2009,"WA","Adams","WHEAT","Drought",1,"JAN",194.2551,51619.71
"1135178",2009,"WA","Adams","WHEAT","Drought",12,"DEC",1257.9798,398679.46
"1135179",2009,"WA","Adams","WHEAT","Drought",2,"FEB",368.275,24119.5
"1135180",2009,"WA","Adams","WHEAT","Drought",9,"SEP",681.25,31719
"1135181",2009,"WA","Adams","WHEAT","Heat",6,"JUN",39.96,1065
"1135182",2009,"WA","Adams","WHEAT","Heat",7,"JUL",254.554,60635.6
"1135183",2009,"WA","Adams","WHEAT","Heat",5,"MAY",73.6029,19923.89
"1135184",2009,"WA","Adams","WHEAT","Heat",5,"MAY",1369.4032,293145.17
"1135185",2009,"WA","Adams","WHEAT","Heat",3,"MAR",52.4545,11071.06
"1135186",2009,"WA","Adams","WHEAT","Heat",6,"JUN",2570.9336,914532.99
"1135187",2009,"WA","Adams","WHEAT","Excess Moisture/Precip/Rain",5,"MAY",372.18,49261
"1135188",2009,"WA","Adams","WHEAT","Excess Moisture/Precip/Rain",12,"DEC",57.79,2076
"1135189",2009,"WA","Adams","WHEAT","Excess Moisture/Precip/Rain",7,"JUL",25.23,6114
"1135190",2009,"WA","Adams","WHEAT","Frost",4,"APR",166.86,5518.2
"1135191",2009,"WA","Adams","WHEAT","Frost",2,"FEB",25.184,3798
"1135192",2009,"WA","Adams","WHEAT","Frost",5,"MAY",258.3159,48348.99
"1135193",2009,"WA","Adams","WHEAT","Frost",5,"MAY",32.964,2616
"1135194",2009,"WA","Adams","WHEAT","Frost",3,"MAR",445.2,15992
"1135195",2009,"WA","Adams","WHEAT","Frost",3,"MAR",294.7,63200
"1135196",2009,"WA","Adams","WHEAT","Frost",6,"JUN",374.884,61807.6
"1135197",2009,"WA","Adams","WHEAT","Frost",4,"APR",566.294,110022.08
"1135198",2009,"WA","Adams","WHEAT","Frost",12,"DEC",190.8,6854
"1135199",2009,"WA","Adams","WHEAT","Freeze",3,"MAR",88.914,26917.6
"1135200",2009,"WA","Adams","WHEAT","Freeze",1,"JAN",104.5213,31580.69
"1135201",2009,"WA","Adams","WHEAT","Freeze",2,"FEB",193.03,47222
"1135202",2009,"WA","Adams","WHEAT","Freeze",5,"MAY",112.4081,31820.61
"1135203",2009,"WA","Adams","WHEAT","Freeze",12,"DEC",310.33,95049
"1135204",2009,"WA","Adams","WHEAT","Freeze",3,"MAR",3174.245,113736
"1135205",2009,"WA","Adams","WHEAT","Freeze",1,"JAN",46.3275,13975.75
"1135206",2009,"WA","Adams","WHEAT","Freeze",2,"FEB",78.432,20588.4
"1135207",2009,"WA","Adams","WHEAT","Freeze",12,"DEC",54.09,17261
"1135208",2009,"WA","Adams","WHEAT","Freeze",1,"JAN",1280.9898,46015.22
"1135209",2009,"WA","Adams","WHEAT","Freeze",2,"FEB",908.3379,32625.9
"1135210",2009,"WA","Adams","WHEAT","Freeze",12,"DEC",4105.063,147460.2
"1135211",2009,"WA","Adams","WHEAT","Freeze",1,"JAN",253.985,7467.5
"1135212",2009,"WA","Adams","WHEAT","Freeze",2,"FEB",133.6019,3927.76
"1135213",2009,"WA","Adams","WHEAT","Freeze",12,"DEC",152.96,4497
